"rat" "reward" "trou" "session" "round" "choice"
11 2 40 1 1 "R"
11 -6 40 1 2 "R"
11 3 20 1 3 "V"
11 4 10 1 4 "F"
11 5 40 1 5 "R"
11 -3 10 1 6 "F"
11 3 50 1 7 "A"
11 -6 50 1 8 "A"
11 4 40 1 9 "R"
11 2 40 1 10 "R"
11 -12 50 1 11 "A"
11 2 10 1 12 "F"
11 3 20 1 13 "V"
11 -6 50 1 14 "A"
11 -6 40 1 15 "R"
11 -6 50 1 16 "A"
11 -9 20 1 17 "V"
11 -3 10 1 18 "F"
11 -6 50 1 19 "A"
11 3 20 1 20 "V"
11 -15 50 1 21 "A"
11 -6 50 1 22 "A"
11 -6 40 1 23 "R"
11 5 10 1 24 "F"
11 3 50 1 25 "A"
11 2 40 1 26 "R"
11 3 50 1 27 "A"
11 -6 50 1 28 "A"
11 2 10 1 29 "F"
11 1 50 1 30 "A"
11 -12 50 1 31 "A"
11 -3 20 1 32 "V"
11 4 40 1 33 "R"
11 -9 10 1 34 "F"
11 1 50 1 35 "A"
11 1 50 1 36 "A"
11 -9 20 1 37 "V"
11 -6 40 1 38 "R"
11 -9 10 1 39 "F"
11 1 50 1 40 "A"
11 -9 20 1 41 "V"
11 -3 10 1 42 "F"
11 -12 50 1 43 "A"
11 2 40 1 44 "R"
11 2 40 1 45 "R"
11 -6 50 1 46 "A"
11 -15 40 1 47 "R"
11 2 40 1 48 "R"
11 1 50 1 49 "A"
11 -6 40 1 50 "R"
11 -6 50 1 51 "A"
11 -12 50 1 52 "A"
11 3 50 1 53 "A"
11 -3 20 1 54 "V"
11 -12 50 1 55 "A"
11 -12 40 1 56 "R"
11 -12 40 1 57 "R"
11 1 20 1 58 "V"
11 -6 40 1 59 "R"
11 2 10 1 60 "F"
11 -6 40 1 61 "R"
11 -6 50 1 62 "A"
11 4 40 1 63 "R"
11 -6 50 1 64 "A"
11 4 40 1 65 "R"
11 1 50 1 66 "A"
11 -6 40 1 67 "R"
11 3 50 1 68 "A"
11 -9 10 1 69 "F"
11 1 50 1 70 "A"
11 3 20 1 71 "V"
11 -3 20 1 72 "V"
11 3 50 1 73 "A"
11 2 10 1 74 "F"
11 3 50 1 75 "A"
11 -9 10 1 76 "F"
11 -12 40 1 77 "R"
11 1 50 1 78 "A"
11 2 10 1 79 "F"
11 2 40 1 80 "R"
11 -12 50 1 81 "A"
11 -3 10 1 82 "F"
11 -9 10 1 83 "F"
11 -6 50 1 84 "A"
11 -9 10 1 85 "F"
11 -12 50 1 86 "A"
11 -3 20 1 87 "V"
11 3 50 1 88 "A"
11 12 20 1 89 "V"
11 2 40 1 90 "R"
11 1 50 1 91 "A"
11 -6 50 1 92 "A"
11 -9 20 1 93 "V"
11 1 20 1 94 "V"
11 2 10 1 95 "F"
11 -3 20 1 96 "V"
11 3 50 1 97 "A"
11 2 10 1 98 "F"
11 4 40 1 99 "R"
11 2 40 1 100 "R"
11 -36 20 1 101 "V"
11 2 40 1 102 "R"
11 3 50 1 103 "A"
11 -3 20 1 104 "V"
11 3 50 1 105 "A"
11 -6 40 1 106 "R"
11 -12 50 1 107 "A"
11 2 40 1 108 "R"
11 3 50 1 109 "A"
11 2 40 1 110 "R"
11 -3 10 1 111 "F"
11 -12 50 1 112 "A"
11 -3 20 1 113 "V"
11 -3 20 1 114 "V"
11 4 40 1 115 "R"
11 1 50 1 116 "A"
11 3 50 1 117 "A"
11 4 40 1 118 "R"
11 -9 10 1 119 "F"
11 2 40 1 120 "R"
11 3 50 1 121 "A"
11 -6 40 1 122 "R"
11 -12 50 1 123 "A"
11 -3 10 1 124 "F"
11 -15 50 1 125 "A"
11 -3 20 1 126 "V"
11 -6 50 1 127 "A"
11 -3 20 1 128 "V"
11 -6 50 1 129 "A"
11 2 40 1 130 "R"
11 4 10 1 131 "F"
11 -3 10 1 132 "F"
11 -6 50 1 133 "A"
11 -36 10 1 134 "F"
11 4 10 1 135 "F"
11 1 50 1 136 "A"
11 -6 40 1 137 "R"
11 -6 50 1 138 "A"
11 5 40 1 139 "R"
11 2 10 1 140 "F"
11 -3 20 1 141 "V"
11 1 50 1 142 "A"
11 1 20 1 143 "V"
11 -6 50 1 144 "A"
11 5 10 1 145 "F"
11 -12 40 2 1 "R"
11 -6 50 2 2 "A"
11 -12 40 2 3 "R"
11 1 20 2 4 "V"
11 4 10 2 5 "F"
11 1 50 2 6 "A"
11 -9 10 2 7 "F"
11 -9 10 2 8 "F"
11 1 50 2 9 "A"
11 -3 20 2 10 "V"
11 -6 50 2 11 "A"
11 -6 50 2 12 "A"
11 -15 40 2 13 "R"
11 1 50 2 14 "A"
11 -3 10 2 15 "F"
11 -6 40 2 16 "R"
11 -3 10 2 17 "F"
11 2 10 2 18 "F"
11 3 50 2 19 "A"
11 1 50 2 20 "A"
11 4 10 2 21 "F"
11 -6 50 2 22 "A"
11 -9 10 2 23 "F"
11 -6 50 2 24 "A"
11 -3 10 2 25 "F"
11 1 20 2 26 "V"
11 -9 10 2 27 "F"
11 1 50 2 28 "A"
11 4 10 2 29 "F"
11 1 50 2 30 "A"
11 -12 50 2 31 "A"
11 -3 10 2 32 "F"
11 12 50 2 33 "A"
11 -3 10 2 34 "F"
11 3 50 2 35 "A"
11 -6 50 2 36 "A"
11 -36 20 2 37 "V"
11 1 50 2 38 "A"
11 -12 50 2 39 "A"
11 -6 50 2 40 "A"
11 -12 50 2 41 "A"
11 3 20 2 42 "V"
11 12 50 2 43 "A"
11 -3 20 2 44 "V"
11 -15 50 2 45 "A"
11 2 10 2 46 "F"
11 -12 50 2 47 "A"
11 4 10 2 48 "F"
11 2 40 2 49 "R"
11 1 50 2 50 "A"
11 3 50 2 51 "A"
11 1 50 2 52 "A"
11 -9 20 2 53 "V"
11 -3 20 2 54 "V"
11 -12 50 2 55 "A"
11 1 20 2 56 "V"
11 12 50 2 57 "A"
11 -3 20 2 58 "V"
11 -6 50 2 59 "A"
11 -240 10 2 60 "F"
11 -3 20 2 61 "V"
11 2 10 2 62 "F"
11 5 10 2 63 "F"
11 -15 50 2 64 "A"
11 -36 10 2 65 "F"
11 -3 20 2 66 "V"
11 3 50 2 67 "A"
11 -3 10 2 68 "F"
11 -6 50 2 69 "A"
11 -12 50 2 70 "A"
11 3 50 2 71 "A"
11 2 10 2 72 "F"
11 1 50 2 73 "A"
11 -3 20 2 74 "V"
11 -9 10 2 75 "F"
11 -3 10 2 76 "F"
11 2 10 2 77 "F"
11 2 10 2 78 "F"
11 -12 50 2 79 "A"
11 -3 10 2 80 "F"
11 -12 50 2 81 "A"
11 -3 10 2 82 "F"
11 3 20 2 83 "V"
11 -12 50 2 84 "A"
11 -3 10 2 85 "F"
11 -6 50 2 86 "A"
11 4 10 2 87 "F"
11 -6 50 2 88 "A"
11 4 10 2 89 "F"
11 2 10 2 90 "F"
11 -3 20 2 91 "V"
11 2 10 2 92 "F"
11 3 20 2 93 "V"
11 1 50 2 94 "A"
11 3 20 2 95 "V"
11 2 10 2 96 "F"
11 -12 50 2 97 "A"
11 -12 50 2 98 "A"
11 -3 10 2 99 "F"
11 -6 50 2 100 "A"
11 -3 10 2 101 "F"
11 1 50 2 102 "A"
11 -12 50 2 103 "A"
11 -6 40 2 104 "R"
11 3 20 2 105 "V"
11 2 10 2 106 "F"
11 -12 50 2 107 "A"
11 -9 10 2 108 "F"
11 -6 50 2 109 "A"
11 1 20 2 110 "V"
11 3 50 2 111 "A"
11 3 50 2 112 "A"
11 -9 10 2 113 "F"
11 -6 50 2 114 "A"
11 -6 50 3 1 "A"
11 2 40 3 2 "R"
11 1 50 3 3 "A"
11 -6 40 3 4 "R"
11 -12 50 3 5 "A"
11 2 40 3 6 "R"
11 -12 50 3 7 "A"
11 -6 40 3 8 "R"
11 -12 50 3 9 "A"
11 3 50 3 10 "A"
11 -6 50 3 11 "A"
11 1 50 3 12 "A"
11 -12 50 3 13 "A"
11 -3 20 3 14 "V"
11 3 20 3 15 "V"
11 1 50 3 16 "A"
11 2 10 3 17 "F"
11 1 20 3 18 "V"
11 -12 50 3 19 "A"
11 -3 10 3 20 "F"
11 2 40 3 21 "R"
11 2 10 3 22 "F"
11 3 50 3 23 "A"
11 -9 20 3 24 "V"
11 3 20 3 25 "V"
11 2 40 3 26 "R"
11 5 40 3 27 "R"
11 -6 40 3 28 "R"
11 3 50 3 29 "A"
11 -6 50 3 30 "A"
11 -15 40 3 31 "R"
11 -3 10 3 32 "F"
11 -12 50 3 33 "A"
11 2 40 3 34 "R"
11 -12 50 3 35 "A"
11 -6 50 3 36 "A"
11 -12 40 3 37 "R"
11 -3 20 3 38 "V"
11 -6 50 3 39 "A"
11 1 50 3 40 "A"
11 -6 40 3 41 "R"
11 2 10 3 42 "F"
11 -15 50 3 43 "A"
11 3 50 3 44 "A"
11 -6 50 3 45 "A"
11 -12 50 3 46 "A"
11 2 10 3 47 "F"
11 2 10 3 48 "F"
11 -6 50 3 49 "A"
11 1 50 3 50 "A"
11 -12 50 3 51 "A"
11 2 10 3 52 "F"
11 1 50 3 53 "A"
11 2 40 3 54 "R"
11 2 10 3 55 "F"
11 2 10 3 56 "F"
11 2 10 3 57 "F"
11 3 20 3 58 "V"
11 -12 50 3 59 "A"
11 2 10 3 60 "F"
11 -12 50 3 61 "A"
11 3 50 3 62 "A"
11 -9 10 3 63 "F"
11 -3 20 3 64 "V"
11 1 50 3 65 "A"
11 2 40 3 66 "R"
11 -6 50 3 67 "A"
11 -3 10 3 68 "F"
11 -6 40 3 69 "R"
11 1 20 3 70 "V"
11 12 20 3 71 "V"
11 3 50 3 72 "A"
11 -12 50 3 73 "A"
11 -6 50 3 74 "A"
11 12 50 3 75 "A"
11 -6 40 3 76 "R"
11 -6 50 3 77 "A"
11 -3 10 3 78 "F"
11 2 40 3 79 "R"
11 1 50 3 80 "A"
11 -6 50 3 81 "A"
11 -12 50 3 82 "A"
11 3 50 3 83 "A"
11 1 50 3 84 "A"
11 -3 20 3 85 "V"
11 -6 50 3 86 "A"
11 -36 10 3 87 "F"
11 -6 50 3 88 "A"
11 -12 40 3 89 "R"
11 -6 40 3 90 "R"
11 -12 50 3 91 "A"
11 2 40 3 92 "R"
11 2 10 3 93 "F"
11 -9 20 3 94 "V"
11 -12 40 3 95 "R"
11 1 50 3 96 "A"
11 -9 10 3 97 "F"
11 2 40 3 98 "R"
11 3 50 3 99 "A"
11 2 40 3 100 "R"
11 12 50 3 101 "A"
11 1 50 3 102 "A"
11 1 50 3 103 "A"
11 -6 40 3 104 "R"
11 2 10 3 105 "F"
11 -6 40 3 106 "R"
11 -6 50 3 107 "A"
11 -3 10 3 108 "F"
11 4 40 3 109 "R"
11 -12 40 3 110 "R"
11 12 50 3 111 "A"
11 -12 50 3 112 "A"
11 4 10 3 113 "F"
11 -15 50 3 114 "A"
11 4 10 3 115 "F"
11 1 50 3 116 "A"
11 -6 50 3 117 "A"
11 4 40 3 118 "R"
11 -15 40 3 119 "R"
11 2 10 3 120 "F"
11 12 50 3 121 "A"
11 2 40 3 122 "R"
11 -3 10 3 123 "F"
11 2 10 3 124 "F"
11 -9 10 3 125 "F"
11 -3 10 3 126 "F"
11 1 50 3 127 "A"
11 -3 10 3 128 "F"
11 -6 50 3 129 "A"
11 -6 50 3 130 "A"
11 4 40 3 131 "R"
11 4 40 3 132 "R"
11 -12 50 3 133 "A"
11 -9 10 3 134 "F"
11 -6 50 4 1 "A"
11 2 40 4 2 "R"
11 -12 40 4 3 "R"
11 -6 50 4 4 "A"
11 -9 20 4 5 "V"
11 -6 50 4 6 "A"
11 -6 50 4 7 "A"
11 1 50 4 8 "A"
11 -9 10 4 9 "F"
11 -3 10 4 10 "F"
11 3 50 4 11 "A"
11 -6 50 4 12 "A"
11 5 40 4 13 "R"
11 2 40 4 14 "R"
11 -12 50 4 15 "A"
11 -6 40 4 16 "R"
11 -9 20 4 17 "V"
11 1 20 4 18 "V"
11 -15 50 4 19 "A"
11 -6 50 4 20 "A"
11 3 20 4 21 "V"
11 -3 10 4 22 "F"
11 5 40 4 23 "R"
11 1 50 4 24 "A"
11 -12 50 4 25 "A"
11 2 40 4 26 "R"
11 -3 10 4 27 "F"
11 1 50 4 28 "A"
11 -12 50 4 29 "A"
11 -6 40 4 30 "R"
11 4 40 4 31 "R"
11 3 50 4 32 "A"
11 -6 50 4 33 "A"
11 -6 40 4 34 "R"
11 -12 40 4 35 "R"
11 2 40 4 36 "R"
11 4 10 4 37 "F"
11 -6 50 4 38 "A"
11 -15 50 4 39 "A"
11 2 40 4 40 "R"
11 -12 50 4 41 "A"
11 2 10 4 42 "F"
11 1 50 4 43 "A"
11 -3 10 4 44 "F"
11 3 50 4 45 "A"
11 2 10 4 46 "F"
11 1 50 4 47 "A"
11 3 50 4 48 "A"
11 -36 10 4 49 "F"
11 -12 50 4 50 "A"
11 3 50 4 51 "A"
11 2 40 4 52 "R"
11 -15 50 4 53 "A"
11 -6 40 4 54 "R"
11 -6 40 4 55 "R"
11 2 10 4 56 "F"
11 1 50 4 57 "A"
11 2 40 4 58 "R"
11 4 40 4 59 "R"
11 1 50 4 60 "A"
11 -6 50 4 61 "A"
11 1 20 4 62 "V"
11 4 40 4 63 "R"
11 -6 50 4 64 "A"
11 -6 50 4 65 "A"
11 2 40 4 66 "R"
11 4 10 4 67 "F"
11 -6 50 4 68 "A"
11 12 20 4 69 "V"
11 3 50 4 70 "A"
11 -3 10 4 71 "F"
11 -6 50 4 72 "A"
11 -3 10 4 73 "F"
11 1 50 4 74 "A"
11 5 10 4 75 "F"
11 -3 20 4 76 "V"
11 -9 10 4 77 "F"
11 2 40 4 78 "R"
11 -9 10 4 79 "F"
11 -6 50 4 80 "A"
11 -6 50 4 81 "A"
11 -9 10 4 82 "F"
11 3 50 4 83 "A"
11 -6 40 4 84 "R"
11 2 40 4 85 "R"
11 -6 50 4 86 "A"
11 2 40 4 87 "R"
11 -36 20 4 88 "V"
11 -6 50 4 89 "A"
11 4 10 4 90 "F"
11 3 50 4 91 "A"
11 1 20 4 92 "V"
11 4 40 4 93 "R"
11 1 50 4 94 "A"
11 -9 10 4 95 "F"
11 1 50 4 96 "A"
11 -6 40 4 97 "R"
11 2 10 4 98 "F"
11 -6 50 4 99 "A"
11 2 10 4 100 "F"
11 4 10 4 101 "F"
11 1 50 4 102 "A"
11 12 50 4 103 "A"
11 2 40 4 104 "R"
11 12 50 4 105 "A"
11 -6 50 4 106 "A"
11 -6 50 4 107 "A"
11 -3 10 4 108 "F"
11 -15 50 4 109 "A"
11 1 50 4 110 "A"
11 -12 50 4 111 "A"
11 -3 10 4 112 "F"
11 -6 50 4 113 "A"
11 1 50 4 114 "A"
11 2 10 4 115 "F"
11 -6 50 4 116 "A"
11 3 50 4 117 "A"
11 2 10 4 118 "F"
11 -12 50 4 119 "A"
11 -3 10 4 120 "F"
11 -3 10 4 121 "F"
11 1 20 4 122 "V"
11 -12 40 4 123 "R"
11 1 50 4 124 "A"
11 -3 10 4 125 "F"
11 1 50 4 126 "A"
11 4 40 4 127 "R"
11 1 50 4 128 "A"
11 -9 10 4 129 "F"
11 -6 50 4 130 "A"
11 -9 10 4 131 "F"
11 2 10 4 132 "F"
11 -12 40 4 133 "R"
11 -6 50 4 134 "A"
11 -6 50 4 135 "A"
11 -3 20 4 136 "V"
11 3 50 4 137 "A"
11 1 50 4 138 "A"
11 -3 10 4 139 "F"
11 -3 10 4 140 "F"
11 4 10 4 141 "F"
11 4 40 4 142 "R"
11 3 50 4 143 "A"
11 2 40 4 144 "R"
11 -9 10 4 145 "F"
11 3 50 4 146 "A"
11 2 40 4 147 "R"
11 1 50 4 148 "A"
11 -15 50 4 149 "A"
11 -6 50 4 150 "A"
11 1 50 4 151 "A"
11 -6 50 4 152 "A"
11 2 40 5 1 "R"
11 -6 40 5 2 "R"
11 -12 50 5 3 "A"
11 3 50 5 4 "A"
11 -6 40 5 5 "R"
11 1 50 5 6 "A"
11 -12 40 5 7 "R"
11 1 50 5 8 "A"
11 -12 50 5 9 "A"
11 2 10 5 10 "F"
11 -15 50 5 11 "A"
11 -3 20 5 12 "V"
11 -12 50 5 13 "A"
11 3 50 5 14 "A"
11 -6 40 5 15 "R"
11 1 20 5 16 "V"
11 3 50 5 17 "A"
11 1 20 5 18 "V"
11 3 50 5 19 "A"
11 -9 20 5 20 "V"
11 -9 10 5 21 "F"
11 1 50 5 22 "A"
11 -12 50 5 23 "A"
11 -12 50 5 24 "A"
11 3 20 5 25 "V"
11 2 10 5 26 "F"
11 -3 20 5 27 "V"
11 -6 50 5 28 "A"
11 -9 10 5 29 "F"
11 -6 50 5 30 "A"
11 -3 10 5 31 "F"
11 -3 10 5 32 "F"
11 -3 10 5 33 "F"
11 3 50 5 34 "A"
11 -6 40 5 35 "R"
11 -6 50 5 36 "A"
11 -12 50 5 37 "A"
11 3 50 5 38 "A"
11 5 40 5 39 "R"
11 -6 50 5 40 "A"
11 -3 10 5 41 "F"
11 1 50 5 42 "A"
11 -12 50 5 43 "A"
11 -3 10 5 44 "F"
11 3 50 5 45 "A"
11 -3 20 5 46 "V"
11 1 50 5 47 "A"
11 -6 50 5 48 "A"
11 -9 10 5 49 "F"
11 1 50 5 50 "A"
11 -12 50 5 51 "A"
11 -6 50 5 52 "A"
11 2 10 5 53 "F"
11 -6 50 5 54 "A"
11 3 50 5 55 "A"
11 2 40 5 56 "R"
11 3 20 5 57 "V"
11 1 50 5 58 "A"
11 3 20 5 59 "V"
11 80 20 5 60 "V"
11 -36 20 5 61 "V"
11 2 40 5 62 "R"
11 -3 20 5 63 "V"
11 1 50 5 64 "A"
11 -9 20 5 65 "V"
11 -3 10 5 66 "F"
11 -15 50 5 67 "A"
11 -6 50 5 68 "A"
11 1 50 5 69 "A"
11 -3 20 5 70 "V"
11 3 50 5 71 "A"
11 3 20 5 72 "V"
11 -36 20 5 73 "V"
11 -3 10 5 74 "F"
11 1 50 5 75 "A"
11 -12 40 5 76 "R"
