"rat" "reward" "trou" "session" "round" "choice"
6 -12 50 1 1 "A"
6 2 20 1 2 "R"
6 -6 20 1 3 "R"
6 -12 20 1 4 "R"
6 -6 50 1 5 "A"
6 -6 20 1 6 "R"
6 -15 20 1 7 "R"
6 2 20 1 8 "R"
6 3 50 1 9 "A"
6 2 20 1 10 "R"
6 -12 20 1 11 "R"
6 4 20 1 12 "R"
6 4 20 1 13 "R"
6 2 20 1 14 "R"
6 2 20 1 15 "R"
6 4 20 1 16 "R"
6 -12 20 1 17 "R"
6 -6 20 1 18 "R"
6 12 50 1 19 "A"
6 -12 50 1 20 "A"
6 2 20 1 21 "R"
6 2 20 1 22 "R"
6 -6 20 1 23 "R"
6 4 20 1 24 "R"
6 4 20 1 25 "R"
6 2 20 1 26 "R"
6 -15 20 1 27 "R"
6 -6 20 1 28 "R"
6 -12 50 1 29 "A"
6 -3 40 1 30 "F"
6 -9 10 1 31 "V"
6 1 50 1 32 "A"
6 -12 20 1 33 "R"
6 1 50 1 34 "A"
6 -6 20 1 35 "R"
6 2 20 1 36 "R"
6 -9 40 1 37 "F"
6 -12 20 1 38 "R"
6 1 50 1 39 "A"
6 2 20 1 40 "R"
6 -12 20 1 41 "R"
6 -6 50 1 42 "A"
6 -12 20 1 43 "R"
6 -9 10 1 44 "V"
6 -12 50 1 45 "A"
6 1 50 1 46 "A"
6 4 20 1 47 "R"
6 4 20 1 48 "R"
6 2 20 1 49 "R"
6 2 20 1 50 "R"
6 -12 20 1 51 "R"
6 -3 10 1 52 "V"
6 1 50 1 53 "A"
6 -6 20 1 54 "R"
6 -6 20 1 55 "R"
6 1 50 1 56 "A"
6 -12 50 1 57 "A"
6 2 20 1 58 "R"
6 -12 50 1 59 "A"
6 2 20 1 60 "R"
6 -12 20 1 61 "R"
6 4 10 1 62 "V"
6 4 20 1 63 "R"
6 2 20 1 64 "R"
6 2 20 1 65 "R"
6 2 20 1 66 "R"
6 2 20 1 67 "R"
6 -6 20 1 68 "R"
6 -6 20 1 69 "R"
6 2 20 1 70 "R"
6 -6 20 1 71 "R"
6 2 20 1 72 "R"
6 -12 20 1 73 "R"
6 4 20 1 74 "R"
6 -15 20 1 75 "R"
6 -12 50 1 76 "A"
6 -15 20 1 77 "R"
6 -6 20 1 78 "R"
6 1 50 1 79 "A"
6 2 20 1 80 "R"
6 -12 20 1 81 "R"
6 -6 50 1 82 "A"
6 1 50 1 83 "A"
6 -6 20 1 84 "R"
6 -12 20 1 85 "R"
6 1 50 1 86 "A"
6 -15 50 1 87 "A"
6 1 50 1 88 "A"
6 -6 20 1 89 "R"
6 2 20 1 90 "R"
6 -6 20 1 91 "R"
6 -6 20 1 92 "R"
6 -12 20 1 93 "R"
6 -6 50 1 94 "A"
6 5 20 1 95 "R"
6 -12 20 1 96 "R"
6 -6 20 1 97 "R"
6 2 20 1 98 "R"
6 4 20 1 99 "R"
6 -6 20 1 100 "R"
